,scrapping_date,reviewer_name,review_date,rating,review_title,review_content,date_of_stays
228,2022-11-06 13:41:17.734143,JGaszak,Feb 2021,1.0,Low-end hotel banking on a good location and catchy name,"To begin this review, I feel it is important to establish a few points for the purposes of context.  I am a diamond member with Hilton, so I stay with them quite frequently each year and I am very familiar with a wide range of their properties.  My second point for context is that I stayed at the hotel the weekend of Valentine’s day, so the restaurant not taking reservations, or the room options available are not being factored into this review as I understood those limitation when selecting the hotel.  My final point is that my stay was also in Chicago during the covid situation, so the lack of amenities is understandable and not weighed into this review.  With those points established, let me begin.  We arrived at the hotel at around 7 pm on Saturday.  It was busy given the…",February 2021
229,2022-11-06 13:41:17.790328,Donald H,Jan 2021,5.0,New Year Eve - Chicago,The professional manner of the frontend staff was excellent.  security at the door was also excellent. With the no contact check in and digital key made even more safer social distancing.   Because of COVID-19 was unable to enjoy the rooftop or restaurant at the hotel.,January 2021
230,2022-11-06 13:41:18.570002,TACHBASH,Apr 2021,5.0,Quick stopover,"I cannot say enough good things about this hotel, it’s location, and the service my wife and I received while staying there 2 nights.  Eric Loughlin our concierge went above and beyond in helping us navigate the city and get the most out of our first time in Chicago!  What an amazing city!  Cheers to Eric and all the staff at theWit!!!!  Nick and Jen Tacheny",April 2021
231,2022-11-06 13:41:18.599170,Bobbi E,Apr 2021,5.0,Our home away from home,"I have stayed at this fabulous hotel many times over the past decade.  I enjoy the location and love the staff, room layouts, and contemporary elements.   I have consistently enjoyed wonderful interactions from all staff members.  The service and communication is outstanding and is incredibly friendly.   As a Diamond Hilton Honors member, I know the difference between average and excellent.  The Wit and the wonderful staff have exceeded my expectations at every stay throughout the decade.  Lastly, I greatly appreciate your team’s continued attention to Covid safety   Thank you for helping my family and I enjoy a beautiful Easter holiday in Chicago :)",April 2021
232,2022-11-06 13:41:18.613775,cullens23,Apr 2021,5.0,Great hotel in great location,"Really enjoyed our stay at the Wit. Rooms are nice and quiet, beds are pretty comfortable, bathrooms are nice, security in the lobby made us feel extra safe. Eric, the concierge really made our stay extra special, made the hotel feel like home away from home.",March 2021
233,2022-11-06 13:41:18.627823,M C,Mar 2021,5.0,Beautiful,"Everything was clean, hallways were quiet, and every staff member was so kind. I will definitely be back. My favorite part was the soaking tub, it fit me and my boyfriend comfortably. Our view was awesome and the hotel’s location couldn’t be any more perfect.",March 2021
234,2022-11-06 13:41:18.651163,Ol152020,Mar 2021,3.0,"Great location, friendly front desk staff need some are decoration in the rooms.","Great location at the heart of the Loop, close to everything, great restaurants, millennium park, theater district and shopping. Front desk staff was very welcoming, rooms were spacious with nice befs and bathrooms. The decor needs and update and management needs to do more with basic pandemic measures. Hand sanitizer spray in the lobby ran out during our whole stay when it is available everywhere. Room service is slow even when the hotel seemed empty. Food was not high quality and pricey. You are better going out or ordering on your phone.",March 2021
235,2022-11-06 13:41:18.668247,collinstc,Mar 2021,5.0,An amazing stay,"Stayed here during St. Patrick's Day weekend.  From beginning to end, a great experience.  COVID has changed travel and hotels - and theWit has taken the necessary steps to ensure all guests are safe.  Check-in was quick and easy.  All policies related to COVID were clearly explained.  Our room was clean and comfortable.  Interactions with staff were always pleasant.  Having stayed in two other Chicago hotels since July 2020, I can say that theWit is still by far an amazing value for the price.  As a Diamond member (based on stays and nights - not credit card status), I was very pleased with everything about this stay and as Chicago seems to be slowly opening back up, we will absolutely be back soon.",March 2021
236,2022-11-06 13:41:18.682813,Clyde,Mar 2021,3.0,Medium grade hotel in a great location with poor customer service,"This was an average hotel at best but in an awesome location, right downtown close to the bus and metro lines. The staff also acts and treats its customers like at a low-end hotel. The first thing we heard when we walked in was the lady at the front desk yelling at us to stay away from the desk although everyone had a mask on, there was a plexiglass shield and a rope about six feet from the desk. all interactions were six feet from the desk with masks and a glass shield. As I was standing on the upstairs landing watching the lobby,I also heard the clerk yell across the lobby at the only lady in there sitting by herself in a corner, to put her mask on even though she was drinking her bottle of juice. This set the tone for out stay and it didn't get better. Things to consider for…",March 2021
237,2022-11-06 13:41:18.699027,johnszabo2015,Mar 2021,5.0,Brianna Made Our Stay Exceptional!,"It is rare that we encounter customer service which anticipates the client’s needs before even asking. We commend Brianna at the hotel’s front desk who rose the quality of our stay to that akin to the Waldorf through her exceptional anticipation of our needs - ensuring a quiet floor, and quiet room and making sure other details were taken care of. What’s more she checked on us during our stay to see if we needed anything, and always called us by name. She should be a Manager! As a Diamond member with 30+ years with the Hilton brand it is indeed extraordinary to find someone who cares as much about the brand as Brianna. (Rm 1917, 5 nights, 2/28-3/5)",March 2021
238,2022-11-06 13:41:18.712715,JGaszak,Feb 2021,1.0,Low-end hotel banking on a good location and catchy name,"To begin this review, I feel it is important to establish a few points for the purposes of context.  I am a diamond member with Hilton, so I stay with them quite frequently each year and I am very familiar with a wide range of their properties.  My second point for context is that I stayed at the hotel the weekend of Valentine’s day, so the restaurant not taking reservations, or the room options available are not being factored into this review as I understood those limitation when selecting the hotel.  My final point is that my stay was also in Chicago during the covid situation, so the lack of amenities is understandable and not weighed into this review.  With those points established, let me begin.  We arrived at the hotel at around 7 pm on Saturday.  It was busy given the…",February 2021
239,2022-11-06 13:41:18.727743,Donald H,Jan 2021,5.0,New Year Eve - Chicago,The professional manner of the frontend staff was excellent.  security at the door was also excellent. With the no contact check in and digital key made even more safer social distancing.   Because of COVID-19 was unable to enjoy the rooftop or restaurant at the hotel.,January 2021
240,2022-11-06 13:41:19.543169,TACHBASH,Apr 2021,5.0,Quick stopover,"I cannot say enough good things about this hotel, it’s location, and the service my wife and I received while staying there 2 nights.  Eric Loughlin our concierge went above and beyond in helping us navigate the city and get the most out of our first time in Chicago!  What an amazing city!  Cheers to Eric and all the staff at theWit!!!!  Nick and Jen Tacheny",April 2021
241,2022-11-06 13:41:19.566975,Bobbi E,Apr 2021,5.0,Our home away from home,"I have stayed at this fabulous hotel many times over the past decade.  I enjoy the location and love the staff, room layouts, and contemporary elements.   I have consistently enjoyed wonderful interactions from all staff members.  The service and communication is outstanding and is incredibly friendly.   As a Diamond Hilton Honors member, I know the difference between average and excellent.  The Wit and the wonderful staff have exceeded my expectations at every stay throughout the decade.  Lastly, I greatly appreciate your team’s continued attention to Covid safety   Thank you for helping my family and I enjoy a beautiful Easter holiday in Chicago :)",April 2021
242,2022-11-06 13:41:19.584218,cullens23,Apr 2021,5.0,Great hotel in great location,"Really enjoyed our stay at the Wit. Rooms are nice and quiet, beds are pretty comfortable, bathrooms are nice, security in the lobby made us feel extra safe. Eric, the concierge really made our stay extra special, made the hotel feel like home away from home.",March 2021
243,2022-11-06 13:41:19.600460,M C,Mar 2021,5.0,Beautiful,"Everything was clean, hallways were quiet, and every staff member was so kind. I will definitely be back. My favorite part was the soaking tub, it fit me and my boyfriend comfortably. Our view was awesome and the hotel’s location couldn’t be any more perfect.",March 2021
244,2022-11-06 13:41:19.623555,Ol152020,Mar 2021,3.0,"Great location, friendly front desk staff need some are decoration in the rooms.","Great location at the heart of the Loop, close to everything, great restaurants, millennium park, theater district and shopping. Front desk staff was very welcoming, rooms were spacious with nice befs and bathrooms. The decor needs and update and management needs to do more with basic pandemic measures. Hand sanitizer spray in the lobby ran out during our whole stay when it is available everywhere. Room service is slow even when the hotel seemed empty. Food was not high quality and pricey. You are better going out or ordering on your phone.",March 2021
245,2022-11-06 13:41:19.648088,collinstc,Mar 2021,5.0,An amazing stay,"Stayed here during St. Patrick's Day weekend.  From beginning to end, a great experience.  COVID has changed travel and hotels - and theWit has taken the necessary steps to ensure all guests are safe.  Check-in was quick and easy.  All policies related to COVID were clearly explained.  Our room was clean and comfortable.  Interactions with staff were always pleasant.  Having stayed in two other Chicago hotels since July 2020, I can say that theWit is still by far an amazing value for the price.  As a Diamond member (based on stays and nights - not credit card status), I was very pleased with everything about this stay and as Chicago seems to be slowly opening back up, we will absolutely be back soon.",March 2021
246,2022-11-06 13:41:19.667532,Clyde,Mar 2021,3.0,Medium grade hotel in a great location with poor customer service,"This was an average hotel at best but in an awesome location, right downtown close to the bus and metro lines. The staff also acts and treats its customers like at a low-end hotel. The first thing we heard when we walked in was the lady at the front desk yelling at us to stay away from the desk although everyone had a mask on, there was a plexiglass shield and a rope about six feet from the desk. all interactions were six feet from the desk with masks and a glass shield. As I was standing on the upstairs landing watching the lobby,I also heard the clerk yell across the lobby at the only lady in there sitting by herself in a corner, to put her mask on even though she was drinking her bottle of juice. This set the tone for out stay and it didn't get better. Things to consider for…",March 2021
247,2022-11-06 13:41:19.680565,johnszabo2015,Mar 2021,5.0,Brianna Made Our Stay Exceptional!,"It is rare that we encounter customer service which anticipates the client’s needs before even asking. We commend Brianna at the hotel’s front desk who rose the quality of our stay to that akin to the Waldorf through her exceptional anticipation of our needs - ensuring a quiet floor, and quiet room and making sure other details were taken care of. What’s more she checked on us during our stay to see if we needed anything, and always called us by name. She should be a Manager! As a Diamond member with 30+ years with the Hilton brand it is indeed extraordinary to find someone who cares as much about the brand as Brianna. (Rm 1917, 5 nights, 2/28-3/5)",March 2021
248,2022-11-06 13:41:19.695479,JGaszak,Feb 2021,1.0,Low-end hotel banking on a good location and catchy name,"To begin this review, I feel it is important to establish a few points for the purposes of context.  I am a diamond member with Hilton, so I stay with them quite frequently each year and I am very familiar with a wide range of their properties.  My second point for context is that I stayed at the hotel the weekend of Valentine’s day, so the restaurant not taking reservations, or the room options available are not being factored into this review as I understood those limitation when selecting the hotel.  My final point is that my stay was also in Chicago during the covid situation, so the lack of amenities is understandable and not weighed into this review.  With those points established, let me begin.  We arrived at the hotel at around 7 pm on Saturday.  It was busy given the…",February 2021
249,2022-11-06 13:41:19.711849,Donald H,Jan 2021,5.0,New Year Eve - Chicago,The professional manner of the frontend staff was excellent.  security at the door was also excellent. With the no contact check in and digital key made even more safer social distancing.   Because of COVID-19 was unable to enjoy the rooftop or restaurant at the hotel.,January 2021
250,2022-11-06 13:41:20.765766,TACHBASH,Apr 2021,5.0,Quick stopover,"I cannot say enough good things about this hotel, it’s location, and the service my wife and I received while staying there 2 nights.  Eric Loughlin our concierge went above and beyond in helping us navigate the city and get the most out of our first time in Chicago!  What an amazing city!  Cheers to Eric and all the staff at theWit!!!!  Nick and Jen Tacheny",April 2021
251,2022-11-06 13:41:20.783362,Bobbi E,Apr 2021,5.0,Our home away from home,"I have stayed at this fabulous hotel many times over the past decade.  I enjoy the location and love the staff, room layouts, and contemporary elements.   I have consistently enjoyed wonderful interactions from all staff members.  The service and communication is outstanding and is incredibly friendly.   As a Diamond Hilton Honors member, I know the difference between average and excellent.  The Wit and the wonderful staff have exceeded my expectations at every stay throughout the decade.  Lastly, I greatly appreciate your team’s continued attention to Covid safety   Thank you for helping my family and I enjoy a beautiful Easter holiday in Chicago :)",April 2021
252,2022-11-06 13:41:20.803277,cullens23,Apr 2021,5.0,Great hotel in great location,"Really enjoyed our stay at the Wit. Rooms are nice and quiet, beds are pretty comfortable, bathrooms are nice, security in the lobby made us feel extra safe. Eric, the concierge really made our stay extra special, made the hotel feel like home away from home.",March 2021
253,2022-11-06 13:41:20.819231,M C,Mar 2021,5.0,Beautiful,"Everything was clean, hallways were quiet, and every staff member was so kind. I will definitely be back. My favorite part was the soaking tub, it fit me and my boyfriend comfortably. Our view was awesome and the hotel’s location couldn’t be any more perfect.",March 2021
254,2022-11-06 13:41:20.838083,Ol152020,Mar 2021,3.0,"Great location, friendly front desk staff need some are decoration in the rooms.","Great location at the heart of the Loop, close to everything, great restaurants, millennium park, theater district and shopping. Front desk staff was very welcoming, rooms were spacious with nice befs and bathrooms. The decor needs and update and management needs to do more with basic pandemic measures. Hand sanitizer spray in the lobby ran out during our whole stay when it is available everywhere. Room service is slow even when the hotel seemed empty. Food was not high quality and pricey. You are better going out or ordering on your phone.",March 2021
255,2022-11-06 13:41:20.850997,collinstc,Mar 2021,5.0,An amazing stay,"Stayed here during St. Patrick's Day weekend.  From beginning to end, a great experience.  COVID has changed travel and hotels - and theWit has taken the necessary steps to ensure all guests are safe.  Check-in was quick and easy.  All policies related to COVID were clearly explained.  Our room was clean and comfortable.  Interactions with staff were always pleasant.  Having stayed in two other Chicago hotels since July 2020, I can say that theWit is still by far an amazing value for the price.  As a Diamond member (based on stays and nights - not credit card status), I was very pleased with everything about this stay and as Chicago seems to be slowly opening back up, we will absolutely be back soon.",March 2021
256,2022-11-06 13:41:20.863322,Clyde,Mar 2021,3.0,Medium grade hotel in a great location with poor customer service,"This was an average hotel at best but in an awesome location, right downtown close to the bus and metro lines. The staff also acts and treats its customers like at a low-end hotel. The first thing we heard when we walked in was the lady at the front desk yelling at us to stay away from the desk although everyone had a mask on, there was a plexiglass shield and a rope about six feet from the desk. all interactions were six feet from the desk with masks and a glass shield. As I was standing on the upstairs landing watching the lobby,I also heard the clerk yell across the lobby at the only lady in there sitting by herself in a corner, to put her mask on even though she was drinking her bottle of juice. This set the tone for out stay and it didn't get better. Things to consider for…",March 2021
257,2022-11-06 13:41:20.880285,johnszabo2015,Mar 2021,5.0,Brianna Made Our Stay Exceptional!,"It is rare that we encounter customer service which anticipates the client’s needs before even asking. We commend Brianna at the hotel’s front desk who rose the quality of our stay to that akin to the Waldorf through her exceptional anticipation of our needs - ensuring a quiet floor, and quiet room and making sure other details were taken care of. What’s more she checked on us during our stay to see if we needed anything, and always called us by name. She should be a Manager! As a Diamond member with 30+ years with the Hilton brand it is indeed extraordinary to find someone who cares as much about the brand as Brianna. (Rm 1917, 5 nights, 2/28-3/5)",March 2021
258,2022-11-06 13:41:20.893908,JGaszak,Feb 2021,1.0,Low-end hotel banking on a good location and catchy name,"To begin this review, I feel it is important to establish a few points for the purposes of context.  I am a diamond member with Hilton, so I stay with them quite frequently each year and I am very familiar with a wide range of their properties.  My second point for context is that I stayed at the hotel the weekend of Valentine’s day, so the restaurant not taking reservations, or the room options available are not being factored into this review as I understood those limitation when selecting the hotel.  My final point is that my stay was also in Chicago during the covid situation, so the lack of amenities is understandable and not weighed into this review.  With those points established, let me begin.  We arrived at the hotel at around 7 pm on Saturday.  It was busy given the…",February 2021
259,2022-11-06 13:41:20.908232,Donald H,Jan 2021,5.0,New Year Eve - Chicago,The professional manner of the frontend staff was excellent.  security at the door was also excellent. With the no contact check in and digital key made even more safer social distancing.   Because of COVID-19 was unable to enjoy the rooftop or restaurant at the hotel.,January 2021
260,2022-11-06 13:41:21.427293,TACHBASH,Apr 2021,5.0,Quick stopover,"I cannot say enough good things about this hotel, it’s location, and the service my wife and I received while staying there 2 nights.  Eric Loughlin our concierge went above and beyond in helping us navigate the city and get the most out of our first time in Chicago!  What an amazing city!  Cheers to Eric and all the staff at theWit!!!!  Nick and Jen Tacheny",April 2021
261,2022-11-06 13:41:21.462278,Bobbi E,Apr 2021,5.0,Our home away from home,"I have stayed at this fabulous hotel many times over the past decade.  I enjoy the location and love the staff, room layouts, and contemporary elements.   I have consistently enjoyed wonderful interactions from all staff members.  The service and communication is outstanding and is incredibly friendly.   As a Diamond Hilton Honors member, I know the difference between average and excellent.  The Wit and the wonderful staff have exceeded my expectations at every stay throughout the decade.  Lastly, I greatly appreciate your team’s continued attention to Covid safety   Thank you for helping my family and I enjoy a beautiful Easter holiday in Chicago :)",April 2021
262,2022-11-06 13:41:21.475943,cullens23,Apr 2021,5.0,Great hotel in great location,"Really enjoyed our stay at the Wit. Rooms are nice and quiet, beds are pretty comfortable, bathrooms are nice, security in the lobby made us feel extra safe. Eric, the concierge really made our stay extra special, made the hotel feel like home away from home.",March 2021
263,2022-11-06 13:41:21.489174,M C,Mar 2021,5.0,Beautiful,"Everything was clean, hallways were quiet, and every staff member was so kind. I will definitely be back. My favorite part was the soaking tub, it fit me and my boyfriend comfortably. Our view was awesome and the hotel’s location couldn’t be any more perfect.",March 2021
264,2022-11-06 13:41:21.503923,Ol152020,Mar 2021,3.0,"Great location, friendly front desk staff need some are decoration in the rooms.","Great location at the heart of the Loop, close to everything, great restaurants, millennium park, theater district and shopping. Front desk staff was very welcoming, rooms were spacious with nice befs and bathrooms. The decor needs and update and management needs to do more with basic pandemic measures. Hand sanitizer spray in the lobby ran out during our whole stay when it is available everywhere. Room service is slow even when the hotel seemed empty. Food was not high quality and pricey. You are better going out or ordering on your phone.",March 2021
265,2022-11-06 13:41:21.518704,collinstc,Mar 2021,5.0,An amazing stay,"Stayed here during St. Patrick's Day weekend.  From beginning to end, a great experience.  COVID has changed travel and hotels - and theWit has taken the necessary steps to ensure all guests are safe.  Check-in was quick and easy.  All policies related to COVID were clearly explained.  Our room was clean and comfortable.  Interactions with staff were always pleasant.  Having stayed in two other Chicago hotels since July 2020, I can say that theWit is still by far an amazing value for the price.  As a Diamond member (based on stays and nights - not credit card status), I was very pleased with everything about this stay and as Chicago seems to be slowly opening back up, we will absolutely be back soon.",March 2021
266,2022-11-06 13:41:21.531335,Clyde,Mar 2021,3.0,Medium grade hotel in a great location with poor customer service,"This was an average hotel at best but in an awesome location, right downtown close to the bus and metro lines. The staff also acts and treats its customers like at a low-end hotel. The first thing we heard when we walked in was the lady at the front desk yelling at us to stay away from the desk although everyone had a mask on, there was a plexiglass shield and a rope about six feet from the desk. all interactions were six feet from the desk with masks and a glass shield. As I was standing on the upstairs landing watching the lobby,I also heard the clerk yell across the lobby at the only lady in there sitting by herself in a corner, to put her mask on even though she was drinking her bottle of juice. This set the tone for out stay and it didn't get better. Things to consider for…",March 2021
267,2022-11-06 13:41:21.546307,johnszabo2015,Mar 2021,5.0,Brianna Made Our Stay Exceptional!,"It is rare that we encounter customer service which anticipates the client’s needs before even asking. We commend Brianna at the hotel’s front desk who rose the quality of our stay to that akin to the Waldorf through her exceptional anticipation of our needs - ensuring a quiet floor, and quiet room and making sure other details were taken care of. What’s more she checked on us during our stay to see if we needed anything, and always called us by name. She should be a Manager! As a Diamond member with 30+ years with the Hilton brand it is indeed extraordinary to find someone who cares as much about the brand as Brianna. (Rm 1917, 5 nights, 2/28-3/5)",March 2021
268,2022-11-06 13:41:21.564963,JGaszak,Feb 2021,1.0,Low-end hotel banking on a good location and catchy name,"To begin this review, I feel it is important to establish a few points for the purposes of context.  I am a diamond member with Hilton, so I stay with them quite frequently each year and I am very familiar with a wide range of their properties.  My second point for context is that I stayed at the hotel the weekend of Valentine’s day, so the restaurant not taking reservations, or the room options available are not being factored into this review as I understood those limitation when selecting the hotel.  My final point is that my stay was also in Chicago during the covid situation, so the lack of amenities is understandable and not weighed into this review.  With those points established, let me begin.  We arrived at the hotel at around 7 pm on Saturday.  It was busy given the…",February 2021
269,2022-11-06 13:41:21.577421,Donald H,Jan 2021,5.0,New Year Eve - Chicago,The professional manner of the frontend staff was excellent.  security at the door was also excellent. With the no contact check in and digital key made even more safer social distancing.   Because of COVID-19 was unable to enjoy the rooftop or restaurant at the hotel.,January 2021
270,2022-11-06 13:41:22.244492,TACHBASH,Apr 2021,5.0,Quick stopover,"I cannot say enough good things about this hotel, it’s location, and the service my wife and I received while staying there 2 nights.  Eric Loughlin our concierge went above and beyond in helping us navigate the city and get the most out of our first time in Chicago!  What an amazing city!  Cheers to Eric and all the staff at theWit!!!!  Nick and Jen Tacheny",April 2021
271,2022-11-06 13:41:22.256488,Bobbi E,Apr 2021,5.0,Our home away from home,"I have stayed at this fabulous hotel many times over the past decade.  I enjoy the location and love the staff, room layouts, and contemporary elements.   I have consistently enjoyed wonderful interactions from all staff members.  The service and communication is outstanding and is incredibly friendly.   As a Diamond Hilton Honors member, I know the difference between average and excellent.  The Wit and the wonderful staff have exceeded my expectations at every stay throughout the decade.  Lastly, I greatly appreciate your team’s continued attention to Covid safety   Thank you for helping my family and I enjoy a beautiful Easter holiday in Chicago :)",April 2021
272,2022-11-06 13:41:22.269951,cullens23,Apr 2021,5.0,Great hotel in great location,"Really enjoyed our stay at the Wit. Rooms are nice and quiet, beds are pretty comfortable, bathrooms are nice, security in the lobby made us feel extra safe. Eric, the concierge really made our stay extra special, made the hotel feel like home away from home.",March 2021
273,2022-11-06 13:41:22.284400,M C,Mar 2021,5.0,Beautiful,"Everything was clean, hallways were quiet, and every staff member was so kind. I will definitely be back. My favorite part was the soaking tub, it fit me and my boyfriend comfortably. Our view was awesome and the hotel’s location couldn’t be any more perfect.",March 2021
274,2022-11-06 13:41:22.295583,Ol152020,Mar 2021,3.0,"Great location, friendly front desk staff need some are decoration in the rooms.","Great location at the heart of the Loop, close to everything, great restaurants, millennium park, theater district and shopping. Front desk staff was very welcoming, rooms were spacious with nice befs and bathrooms. The decor needs and update and management needs to do more with basic pandemic measures. Hand sanitizer spray in the lobby ran out during our whole stay when it is available everywhere. Room service is slow even when the hotel seemed empty. Food was not high quality and pricey. You are better going out or ordering on your phone.",March 2021
275,2022-11-06 13:41:22.307793,collinstc,Mar 2021,5.0,An amazing stay,"Stayed here during St. Patrick's Day weekend.  From beginning to end, a great experience.  COVID has changed travel and hotels - and theWit has taken the necessary steps to ensure all guests are safe.  Check-in was quick and easy.  All policies related to COVID were clearly explained.  Our room was clean and comfortable.  Interactions with staff were always pleasant.  Having stayed in two other Chicago hotels since July 2020, I can say that theWit is still by far an amazing value for the price.  As a Diamond member (based on stays and nights - not credit card status), I was very pleased with everything about this stay and as Chicago seems to be slowly opening back up, we will absolutely be back soon.",March 2021
276,2022-11-06 13:41:22.325522,Clyde,Mar 2021,3.0,Medium grade hotel in a great location with poor customer service,"This was an average hotel at best but in an awesome location, right downtown close to the bus and metro lines. The staff also acts and treats its customers like at a low-end hotel. The first thing we heard when we walked in was the lady at the front desk yelling at us to stay away from the desk although everyone had a mask on, there was a plexiglass shield and a rope about six feet from the desk. all interactions were six feet from the desk with masks and a glass shield. As I was standing on the upstairs landing watching the lobby,I also heard the clerk yell across the lobby at the only lady in there sitting by herself in a corner, to put her mask on even though she was drinking her bottle of juice. This set the tone for out stay and it didn't get better. Things to consider for…",March 2021
277,2022-11-06 13:41:22.350002,johnszabo2015,Mar 2021,5.0,Brianna Made Our Stay Exceptional!,"It is rare that we encounter customer service which anticipates the client’s needs before even asking. We commend Brianna at the hotel’s front desk who rose the quality of our stay to that akin to the Waldorf through her exceptional anticipation of our needs - ensuring a quiet floor, and quiet room and making sure other details were taken care of. What’s more she checked on us during our stay to see if we needed anything, and always called us by name. She should be a Manager! As a Diamond member with 30+ years with the Hilton brand it is indeed extraordinary to find someone who cares as much about the brand as Brianna. (Rm 1917, 5 nights, 2/28-3/5)",March 2021
278,2022-11-06 13:41:22.362321,JGaszak,Feb 2021,1.0,Low-end hotel banking on a good location and catchy name,"To begin this review, I feel it is important to establish a few points for the purposes of context.  I am a diamond member with Hilton, so I stay with them quite frequently each year and I am very familiar with a wide range of their properties.  My second point for context is that I stayed at the hotel the weekend of Valentine’s day, so the restaurant not taking reservations, or the room options available are not being factored into this review as I understood those limitation when selecting the hotel.  My final point is that my stay was also in Chicago during the covid situation, so the lack of amenities is understandable and not weighed into this review.  With those points established, let me begin.  We arrived at the hotel at around 7 pm on Saturday.  It was busy given the…",February 2021
279,2022-11-06 13:41:22.390122,Donald H,Jan 2021,5.0,New Year Eve - Chicago,The professional manner of the frontend staff was excellent.  security at the door was also excellent. With the no contact check in and digital key made even more safer social distancing.   Because of COVID-19 was unable to enjoy the rooftop or restaurant at the hotel.,January 2021
280,2022-11-06 13:41:23.322587,TACHBASH,Apr 2021,5.0,Quick stopover,"I cannot say enough good things about this hotel, it’s location, and the service my wife and I received while staying there 2 nights.  Eric Loughlin our concierge went above and beyond in helping us navigate the city and get the most out of our first time in Chicago!  What an amazing city!  Cheers to Eric and all the staff at theWit!!!!  Nick and Jen Tacheny",April 2021
281,2022-11-06 13:41:23.344537,Bobbi E,Apr 2021,5.0,Our home away from home,"I have stayed at this fabulous hotel many times over the past decade.  I enjoy the location and love the staff, room layouts, and contemporary elements.   I have consistently enjoyed wonderful interactions from all staff members.  The service and communication is outstanding and is incredibly friendly.   As a Diamond Hilton Honors member, I know the difference between average and excellent.  The Wit and the wonderful staff have exceeded my expectations at every stay throughout the decade.  Lastly, I greatly appreciate your team’s continued attention to Covid safety   Thank you for helping my family and I enjoy a beautiful Easter holiday in Chicago :)",April 2021
282,2022-11-06 13:41:23.368301,cullens23,Apr 2021,5.0,Great hotel in great location,"Really enjoyed our stay at the Wit. Rooms are nice and quiet, beds are pretty comfortable, bathrooms are nice, security in the lobby made us feel extra safe. Eric, the concierge really made our stay extra special, made the hotel feel like home away from home.",March 2021
283,2022-11-06 13:41:23.389755,M C,Mar 2021,5.0,Beautiful,"Everything was clean, hallways were quiet, and every staff member was so kind. I will definitely be back. My favorite part was the soaking tub, it fit me and my boyfriend comfortably. Our view was awesome and the hotel’s location couldn’t be any more perfect.",March 2021
284,2022-11-06 13:41:23.406402,Ol152020,Mar 2021,3.0,"Great location, friendly front desk staff need some are decoration in the rooms.","Great location at the heart of the Loop, close to everything, great restaurants, millennium park, theater district and shopping. Front desk staff was very welcoming, rooms were spacious with nice befs and bathrooms. The decor needs and update and management needs to do more with basic pandemic measures. Hand sanitizer spray in the lobby ran out during our whole stay when it is available everywhere. Room service is slow even when the hotel seemed empty. Food was not high quality and pricey. You are better going out or ordering on your phone.",March 2021
285,2022-11-06 13:41:23.424393,collinstc,Mar 2021,5.0,An amazing stay,"Stayed here during St. Patrick's Day weekend.  From beginning to end, a great experience.  COVID has changed travel and hotels - and theWit has taken the necessary steps to ensure all guests are safe.  Check-in was quick and easy.  All policies related to COVID were clearly explained.  Our room was clean and comfortable.  Interactions with staff were always pleasant.  Having stayed in two other Chicago hotels since July 2020, I can say that theWit is still by far an amazing value for the price.  As a Diamond member (based on stays and nights - not credit card status), I was very pleased with everything about this stay and as Chicago seems to be slowly opening back up, we will absolutely be back soon.",March 2021
286,2022-11-06 13:41:23.458572,Clyde,Mar 2021,3.0,Medium grade hotel in a great location with poor customer service,"This was an average hotel at best but in an awesome location, right downtown close to the bus and metro lines. The staff also acts and treats its customers like at a low-end hotel. The first thing we heard when we walked in was the lady at the front desk yelling at us to stay away from the desk although everyone had a mask on, there was a plexiglass shield and a rope about six feet from the desk. all interactions were six feet from the desk with masks and a glass shield. As I was standing on the upstairs landing watching the lobby,I also heard the clerk yell across the lobby at the only lady in there sitting by herself in a corner, to put her mask on even though she was drinking her bottle of juice. This set the tone for out stay and it didn't get better. Things to consider for…",March 2021
287,2022-11-06 13:41:23.478966,johnszabo2015,Mar 2021,5.0,Brianna Made Our Stay Exceptional!,"It is rare that we encounter customer service which anticipates the client’s needs before even asking. We commend Brianna at the hotel’s front desk who rose the quality of our stay to that akin to the Waldorf through her exceptional anticipation of our needs - ensuring a quiet floor, and quiet room and making sure other details were taken care of. What’s more she checked on us during our stay to see if we needed anything, and always called us by name. She should be a Manager! As a Diamond member with 30+ years with the Hilton brand it is indeed extraordinary to find someone who cares as much about the brand as Brianna. (Rm 1917, 5 nights, 2/28-3/5)",March 2021
288,2022-11-06 13:41:23.501089,JGaszak,Feb 2021,1.0,Low-end hotel banking on a good location and catchy name,"To begin this review, I feel it is important to establish a few points for the purposes of context.  I am a diamond member with Hilton, so I stay with them quite frequently each year and I am very familiar with a wide range of their properties.  My second point for context is that I stayed at the hotel the weekend of Valentine’s day, so the restaurant not taking reservations, or the room options available are not being factored into this review as I understood those limitation when selecting the hotel.  My final point is that my stay was also in Chicago during the covid situation, so the lack of amenities is understandable and not weighed into this review.  With those points established, let me begin.  We arrived at the hotel at around 7 pm on Saturday.  It was busy given the…",February 2021
289,2022-11-06 13:41:23.520366,Donald H,Jan 2021,5.0,New Year Eve - Chicago,The professional manner of the frontend staff was excellent.  security at the door was also excellent. With the no contact check in and digital key made even more safer social distancing.   Because of COVID-19 was unable to enjoy the rooftop or restaurant at the hotel.,January 2021
