,scrapping_date,reviewer_name,review_date,rating,review_title,review_content,date_of_stays
694,2022-11-06 13:48:03.087884,Deneys,Jan 2018,4.0,An average hotel with a great restaurant,The hotel is a good option close to Michigan ave and other tourist and business options. The weber Grill is the in-house restaurant which is great so that in itself is treason to stay/ The rooms are average gym needs work.,January 2018
695,2022-11-06 13:48:03.137456,Robert W,Jan 2018,4.0,Business trip,Excellent location with exceptional service and great location. Would recommend to anyone visiting downtown for work or leisure. The hotel team makes you feel comfortable and relaxed in a twenty four hour city.,January 2018
696,2022-11-06 13:48:03.163491,hkg2009hkg,Jan 2018,4.0,"Super Location, Comfortable Clean Room","Getting here by transit is quite a breeze as it is next to the Red Line's Grand station. The NE exit closest to the hotel only has stairs but there is an elevator at the NW exit that lets you off across the street. Michigan Avenue's shopping area is 10 minutes east by foot while the river and the Loop is the same distance south. The room looked renovated and was clean and spacious. The furnishings don't look like a hotel but more like a home. The microwave came in very handy and the coffee maker actually can make hot water and the capsules include tea as well. For groceries, walk west along Grand for a few more blocks east of Michigan and there is a huge Whole Foods that open til late. For the bargain basement winter long weekender rate I got, it was superb value for money.",January 2018
697,2022-11-06 13:48:03.185198,hpa5,Jan 2018,3.0,Needs a refresh,Needs a facelift. Outdated in many public areas and carpets are very worn. Beds are very comfortable and quiet if you choose a higher room. Go elsewhere like Hampton Inn with free breakfast just two blocks away.,January 2018
698,2022-11-06 13:48:03.216874,Michael M,Jan 2018,5.0,Weekend Shopping Trip,"We choose the Hilton Garden Inn on Grand as the base for a girls shopping trip, the guys go to a museum, and meet friends for dinner. Our stay dates were 1/13-1/15/2018.  The Hilton Garden Inn did not disappoint.  The rooms were adequate and the location excellent because you come out of the Northeast exit of the Redline station at grand right at the hotel.  This great for winter time in Chicago.  The Weber restaurant attached to the hotel offered a great breakfast (at expense account prices $17.95/adult and $8.95 children).  Dinner, lunch and bar prices were typical of fine dinning restaurants in downtown Chicago.  Parking is very high ($48 self park/night, $64 valet park/night) but with public transportation in Chicago a car is not needed.  The front desk staff was wonderful. …",January 2018
699,2022-11-06 13:48:03.482937,yenchunl2018,Jan 2018,5.0,Excellent location,"In a very good location, able to walk around to different stores and restaurants. Right at downtown area and is not far away from Chinatown. We were really enjoyed and the room is very clean and indoor pool is very nice.",December 2017
700,2022-11-06 13:48:04.478216,Kelley H,Jan 2018,5.0,excellent stay,We stayed back in early December. The hotel was very nice and the location is awesome. I want to give a special thanks to Violet from the front desk. She made it possible for us to check in early. She provided such excellent customer service we will definitely return. Thanks Violet!!,December 2017
701,2022-11-06 13:48:04.493358,stepgonz,Jan 2018,4.0,Location!,"First of all I am a gold member with Hilton and only stay at Hilton properties.  When I was looking for a place to stay I had several options regarding hotels.  I chose this hotel based on the reviews and the location.  When I arrived at the hotel the location was even better than I could have imagined with one huge plus especially during the cold winter.....subway literally right in front.  I can not tell you how convenient it was to be able to get out of the subway and be right in front of the hotel.  Amazing.  The housekeepers were amazing as well as the front desk.  There is also a restaurant attached to the hotel, Weber Grill, that has amazing drinks. Nice hotel and I will stay here again if I return.",December 2017
702,2022-11-06 13:48:04.509394,CzechMate2010,Jan 2018,5.0,"Location, Location, Location!","Location is key and this Hilton Garden Inn is in a key location!  This hotel is so very close to Eataly, the Mag Mile, and several local bars and restaurants!  So many options are all within an easy walk from the this convenient hotel.  It’s great to be a few block from Michigan Avenue during the holidays to check out all the lights and bustling activity.  As for the property, the easy drive-in parking circle is convenient (can get a little clustered) and the rooms were clean, comfy and modern (nothing too fancy or stuffy) and quite pleasant.  A nice surprise was our exceptional city view of downtown!   Most notable was the wonderful staff, especially the bell man (Roberto) who was very helpful and super friendly.  With Hilton Honors points, this stay was quite reasonable and we…",December 2017
703,2022-11-06 13:48:04.531779,Pamela C,Jan 2018,4.0,Room for a day,"Thanks to our train being 14 hours late, we didn’t arrive until 6:00 AM!  However, they let us check out at 1:00 so we had naps and showers before returning to Union Station.  Lovely accessible room and bath.",January 2018
704,2022-11-06 13:48:04.548756,Nelson L. Pirolo,Jan 2018,5.0,Very good hotel with great location,"I spent 6 nights in this hotel in November 2017. One of the main things that favored this hotel is the location; there is a metro station (Grand) at the corner, and it is just 3 blocks away from the Michigan Avenue. It is great. The room was very well equipped, with even a microwave and fridge. I am very satisfied.  There's a market just across the street and in the other corner you have a PF Chang's restaurant.  The restaurant that's part of the hotel, the Weber Grill is also very good, but you have to book a table, even if you are a guest.  The pool is awsome. The hotel has also a parking lot.",November 2017
705,2022-11-06 13:48:04.565833,tony20182018,Jan 2018,4.0,Great Location --good value,"Stayed here for a nice long weekend.  The location is super, just steps away from shopping and great dining choices.    The check-in and check-outs were very efficient.    The only negative issues were will the pool and hot tub.  I knew the pool was small but it was cold and during two of my there visits there were no towels. Furthermore, on one visit the hot tub was not working.",December 2017
706,2022-11-06 13:48:04.584742,TAJ J,Jan 2018,4.0,Great weekend stay for my birthday - But they need better beds,I really picked this hotel because of its location to restaurants  we were dining at for my birthday. It was convenient and a great price. I have already booked my room for my best friends birthday. Unfortunately I am not looking forward to sleeping in the bed. I wish that Hilton would invest in better beds and certainly better pillows. My group had four rooms and all four groups complained of back pains. I did not notify the concierge because I did not believe this is a problem they could fix since 4 rooms had horrible pillows and beds. You may not have had this complaint before but it definitely put a dent in my opinion of the hotel. Outside of the beds I enjoyed my stay and the convenience of Weber grill. The hotel has a pool and fitness center. I appreciate the hospitality…,December 2017
707,2022-11-06 13:48:04.631089,jennylE8193SM,Jan 2018,5.0,Girls Trip,"This Hotel is located smacked in the middle of all the places we wanted to visit for food. The Weber Grill has amazing food at fair pricing. Try Portillo's 3 blocks away, great chocolate cake shake and for drink El Hefe bar was really good.",December 2017
708,2022-11-06 13:48:04.654499,prudencec2018,Jan 2018,1.0,Centipede,"We killed a centipede crawling in the bathroom and I had my 2 year old with me. We were moved to the next room like it made a difference and put us in a room with a smaller window than what we originally had, further more we upgraded and never got our upgrade. Why offer an upgrade if you’re not gonna honor it",December 2017
709,2022-11-06 13:48:04.680252,yenchunl2018,Jan 2018,5.0,Excellent location,"In a very good location, able to walk around to different stores and restaurants. Right at downtown area and is not far away from Chinatown. We were really enjoyed and the room is very clean and indoor pool is very nice.",December 2017
710,2022-11-06 13:48:05.901218,WLB,Jan 2018,5.0,Back again - can rely on this hotel,"Another great stay here - early check-in on first day, friendly staff and rooms always spotless.  was away for a couple of days and then  back here on my last day and managed to get a slightly later check out which was great.  Wonderful cooked breakfasts. Nice to sit in reception if your flight is even later.  Good wifi.  The Webber grill attached to the hotel again did not disappoint.",December 2017
711,2022-11-06 13:48:05.933001,JMT434,Dec 2017,4.0,"Good location, clean rooms.","Overall, we liked the Hilton Garden Inn. Rooms were clean, amenities were sufficient, and location was good-walking distance to many stores and restaurants. Staff was overal very pleasant, especially Reggie who stored our luggage the day were checking out and arranged an oversize cab to pick us up and take us to Union Station. Reggie was very accommodating to all our needs!",December 2017
712,2022-11-06 13:48:05.979059,Bullitt,Dec 2017,3.0,Great Location,"If I could give it 3.5 stars I would mainly for location alone. It’s definitely in a great spot located by a bunch of cool bars and close to Michigan Ave. The price however is a little more expensive then I wished and mainly because the Swissotel is nicer for less money and also in a great location. So the rooms were clean, the staff was friendly and it has a pretty nice pool and hot tub though it’s a little on the small side. The gym is ok but small as well. Depending on the price I would stay again.    Oh, parking is $48 for 24 hours and it’s not even worth it to park less then 24 based on the rates. The Weber Grill restaurant is attached and they give you two bottles of water upon check in. If you do stay here check out the Geno’s Brewery down the street and Rock Bottom…",December 2017
713,2022-11-06 13:48:06.005135,Ibs24,Dec 2017,5.0,The perfect hotel for a visit to Chicago,"The Hilton Gardens in downtown Chicago is a perfectly located central property when visiting Chicago. Amazing restaurants and shopping options are with very easy walking distance. The Chicago River walk is a popular tourist area and is also very easily accessed from the Hilton Gardens. If visiting Wrigley Field to watch the Cubs place this property has an El Station directly below so a visitor literally walks out the front doors, walks less than 50 feet to the stairwell down that is on the Red line going north that has a stop at the Addison St stop directly across from Wrigley Field. Michigan Avenue and all it's upscale shopping and eating venues is less than a four block walk to the east. We plan to stay nowhere else when visiting Chicago in the future.",June 2017
714,2022-11-06 13:48:06.030571,angelapB4948LJ,Dec 2017,4.0,"Clean, spacious, friendly staff, easy access to shopping","Convenient access to shopping and other local entertainment. Our room was spacious and clean; would stay again. The restaurant is Weber Grill and the service was excellent. The valet service was excellent, as well. I recommend this hotel.",December 2017
715,2022-11-06 13:48:06.062736,MotoChawk,Dec 2017,3.0,"Good location, but rooms need help","Front end and back end staff are excellent, but rooms need some freshening and attention to maintenance. E.g. Sheets were heavily worn, bathroom woodwork chipped and in need of paint and caulking. Best part of the stay was engaging with Reggie, long time staff member in lobby.",December 2017
716,2022-11-06 13:48:06.097953,V2354TMdanielc,Dec 2017,4.0,visit chicago,"great staff, great place to stay, easy parking, easy drive in to the city and most important great location within walking distance to all you needs for a couples night away from home. Bars, restaurants, shopping, millennium park, river walk for a morning run or a peaceful evening walk. not the place to stay if you want to experience the down town stay. walk to downtown is 15-20 minutes.",December 2017
717,2022-11-06 13:48:06.130584,R6017UKangelam,Dec 2017,3.0,Horrible Check-In Experience,The check-in experience was ridiculously long.    We arrived at 3:30pm and there were two staff members working the desk and two parties in front of us to check-in.  It took almost 1/2 hour for our turn to check-in.,December 2017
718,2022-11-06 13:48:06.161384,Carina Iani,Dec 2017,5.0,Extraordinary Location,"The location of this hotel is amazing, I could do almost everything by foot. It is close to malls, in the heart of Michigan Street, nearby amazing pubs, and restaurants. It is perfect for couples. My found my stay simple amazing, my room was very clean and comfortable. I love it.",November 2017
719,2022-11-06 13:48:06.627335,Karin V,Nov 2017,4.0,Quick Chicago Stay,"I was in town on business and extended my stay a day to explore Chicago. Great location, the breakfast left something to be desired but there are plenty of near by options. Great value for the area. Comfortable bed, nice city views. There was an issue with the shower but the front desk sent someone right up to take care of it. I’d stay again.",November 2017
720,2022-11-06 13:48:08.401554,Oddbjørg K,Dec 2017,3.0,"Central and Ok hotell, but service and trust in their customers needs imrovement",I stayd at the hotell for 5 nights for the second time. Upon departure I noticed that a new makeup pallett was missing and I told the receptionist. She wrote down my telephone number and promised to call me since I had to leave for the airport. Havent heard from them since. Sent an email but no answer yet.  Did the maid steel it?,November 2017
721,2022-11-06 13:48:08.429297,Hawkjohn,Dec 2017,5.0,Great Stay in Downtown Chicago,"Enjoyed an excellent 3 day stay for attending Symphony and Opera  Very clean, attractive hotel, with friendly staff in both hotel and on site Weber Grille restaurant/bar.  Found great rate in summer for our December stay.",December 2017
722,2022-11-06 13:48:08.454898,Tanya J,Dec 2017,5.0,Great hotel for business or leisure,Great location with restaurants and shops walking distance away.  Very quiet with spacious rooms and everything worked.  I did have trouble getting on the wifi but had a air card that I used instead.  Staff was friendly and eager to please.  The restaurant/bar attached to the hotel (Weber Grill) had a nice atmosphere but I found the food to be overly seasoned.  Basically the saltiness was overwhelming.  But the waiter was very friendly and provided good service.,December 2017
723,2022-11-06 13:48:08.474836,FabFriend,Dec 2017,5.0,A Birthday Weekend In Chicago,Hilton Garden Inn was a great choice for our stay. Great location close to Michigan Ave. Just a few steps from the CTA station. Our room was spacious and very clean. The front desk staff was very helpful and friendly. Highly recommend.,December 2017
724,2022-11-06 13:48:08.495284,Pam W,Dec 2017,4.0,Excellent staff,"Comfortable room, generous supply of towels and pillows (most were feather but alternatives available on request). Good water pressure in the shower. Weirdly, the toilet paper holder was far away from the toilet. I'm tall but had to really lean to reach, more often than not knocking the roll off the holder. This is such a little thing, but grew increasingly annoying. Room service is limited, but good, and timely. Pool was clean and adequate size, but only had ladders (although there is an ADA lift). Whirlpool did have stairs, and was fairly large. Location is surrounded by restaurants, art galleries and shopping. Subway station and bus stop are literally steps from the front door.  Wi-fi signal strength was fine, but it did not stay connected. Staff was terrific. We came from an…",November 2017
725,2022-11-06 13:48:08.512431,687greg,Dec 2017,2.0,Keep looking,"You get the feeling they would charge you by the volt just for using the plugs. For a large and wealthy company to charge for wifi in the rooms is ridiculous, moreover they advertise as having free wifi but it’s just in the lobby. You can very easily get more for your dollar elsewhere.",September 2017
726,2022-11-06 13:48:08.529503,Nematode T,Dec 2017,5.0,"Clean, friendly staff and great location","Stayed at the Hilton garden inn for the first time and what a treat. Room was clean, good view and all of the staff were friendly and helpful. I was surprised though that I was charged for a local call since in most other HGI they are free especially if Gold Hilton member. Breakfast and room service through attached Weber grill restaurant. Charcoal is the best.",December 2017
727,2022-11-06 13:48:08.549613,Bhishma2015,Dec 2017,5.0,Great stay,"I had early morning flight so I arrived at 10 am, I was planning to leave my bags and check in later however Samanthawas so kind to check me in, beyond my expectations! Great location, redline subway is just outside the door which is connected to most of the attractions also you may walk to most of the attraction points with in 10-30 mins walk. Room was clean with with pretty view. I was trying to get into the fitness center and for some reason my digital key did not work and Armando? {Not really sure his name} saw me and stepped up to assist me, thank you! I went to have breakfast and staffs were welcoming even though they were busy, specially the server was very nice and friendly and checking on me if everything is alright. Bellman was very friendly and very helpful, gentleman…",December 2017
728,2022-11-06 13:48:08.567632,Carina Iani,Dec 2017,5.0,Extraordinary Location,"The location of this hotel is amazing, I could do almost everything by foot. It is close to malls, in the heart of Michigan Street, nearby amazing pubs, and restaurants. It is perfect for couples. My found my stay simple amazing, my room was very clean and comfortable. I love it.",November 2017
729,2022-11-06 13:48:08.582391,Karin V,Nov 2017,4.0,Quick Chicago Stay,"I was in town on business and extended my stay a day to explore Chicago. Great location, the breakfast left something to be desired but there are plenty of near by options. Great value for the area. Comfortable bed, nice city views. There was an issue with the shower but the front desk sent someone right up to take care of it. I’d stay again.",November 2017
730,2022-11-06 13:48:09.350886,Oddbjørg K,Dec 2017,3.0,"Central and Ok hotell, but service and trust in their customers needs imrovement",I stayd at the hotell for 5 nights for the second time. Upon departure I noticed that a new makeup pallett was missing and I told the receptionist. She wrote down my telephone number and promised to call me since I had to leave for the airport. Havent heard from them since. Sent an email but no answer yet.  Did the maid steel it?,November 2017
731,2022-11-06 13:48:09.368220,Hawkjohn,Dec 2017,5.0,Great Stay in Downtown Chicago,"Enjoyed an excellent 3 day stay for attending Symphony and Opera  Very clean, attractive hotel, with friendly staff in both hotel and on site Weber Grille restaurant/bar.  Found great rate in summer for our December stay.",December 2017
732,2022-11-06 13:48:09.390278,Tanya J,Dec 2017,5.0,Great hotel for business or leisure,Great location with restaurants and shops walking distance away.  Very quiet with spacious rooms and everything worked.  I did have trouble getting on the wifi but had a air card that I used instead.  Staff was friendly and eager to please.  The restaurant/bar attached to the hotel (Weber Grill) had a nice atmosphere but I found the food to be overly seasoned.  Basically the saltiness was overwhelming.  But the waiter was very friendly and provided good service.,December 2017
733,2022-11-06 13:48:09.413809,FabFriend,Dec 2017,5.0,A Birthday Weekend In Chicago,Hilton Garden Inn was a great choice for our stay. Great location close to Michigan Ave. Just a few steps from the CTA station. Our room was spacious and very clean. The front desk staff was very helpful and friendly. Highly recommend.,December 2017
734,2022-11-06 13:48:09.434624,Pam W,Dec 2017,4.0,Excellent staff,"Comfortable room, generous supply of towels and pillows (most were feather but alternatives available on request). Good water pressure in the shower. Weirdly, the toilet paper holder was far away from the toilet. I'm tall but had to really lean to reach, more often than not knocking the roll off the holder. This is such a little thing, but grew increasingly annoying. Room service is limited, but good, and timely. Pool was clean and adequate size, but only had ladders (although there is an ADA lift). Whirlpool did have stairs, and was fairly large. Location is surrounded by restaurants, art galleries and shopping. Subway station and bus stop are literally steps from the front door.  Wi-fi signal strength was fine, but it did not stay connected. Staff was terrific. We came from an…",November 2017
735,2022-11-06 13:48:09.471464,gorgeousnaay14,Nov 2017,5.0,Corporate Stay was Wonderful,"This was absolutely worth the stay, although my travel department make our arrangements I wouldn't have chosen a better location. If you are looking for great customer service, massive accommodations and beautiful genre this is the hotel for you. We had 10 executives stay and we were all delighted.",November 2017
736,2022-11-06 13:48:09.899257,Dreamon21_27,Nov 2017,4.0,Fabtech,Hotel is great.  Clean.  Staff is very friendly and accommodating.  Check in was quick.  The only issue I had was with how slow the elevators were.  There were 3 of them but everytime we went to use them we had to wait.  It was so bad at times so many people would show up waiting that when an elevator arrived it  would fill up and people had to wait.  Other than that the hotel was great.,November 2017
737,2022-11-06 13:48:09.926906,dej05,Nov 2017,5.0,Comfortable accommodations and desirable location,"The staff was friendly and I thought the rooms were generous in size compared to other downtown Chicago hotels I've stayed in.  The location of the hotel is convenient for shopping and sightseeing.  It only takes a few minutes to walk to The Michigan Mile.  Also, lots of great restaurants within walking distance.  And of course, The Weber Grill, is one of our ""go to"" restaurants whenever we visit Chicago.",November 2017
738,2022-11-06 13:48:09.951915,kimstamps,Nov 2017,5.0,"Friendly staff, great location","I traveled to Chicago for business. The hotel was extremely clean, the staff was helpful and friendly. My coworker was extremely ill while traveling and the staff was very helpful to her. Rooms are a bit more spacious than many city hotels and fairly reasonably priced.",November 2017
739,2022-11-06 13:48:09.974841,Amy W,Nov 2017,3.0,Fine stay,"This is a basic hotel- I only stayed one night and didn’t utilize any amenities. I appreciated the free bottle of water at check in. Neutrogena toiletries in room. I had some trouble with the thermostat, but eventually figured it out.",November 2017
740,2022-11-06 13:48:10.754367,Lynn_from_WI,Nov 2017,5.0,Great hotel for a quick visit to Chicago for shopping,"We stayed one night when we came for a shopping trip.  The location was perfect.  Room was large, clean and nice.  We ate breakfast at Weber Grill but did not use any other services.  We were on a high floor and the view was amazing. I would go back to this hotel for my next trip.",October 2017
741,2022-11-06 13:48:10.768747,runderbar,Nov 2017,5.0,I would stay here again.,"I had a chance to see my friends' room at the Marriott on block away and I was happy to see that, for a better price, I had a nicer room. It was more spacious and the decor was more appealing. The location was perfect for exploring downtown and a good brisk walk to the lakeshore. Also easy access to metro and the airport line. Well, it was a 20 minute walk from the Grand station on the blue line, not to be confused with the Grand station on the other line close to the hotel.",November 2017
742,2022-11-06 13:48:10.786082,Dennis D,Nov 2017,4.0,Bring ear plugs,"The location of this hotel is great for those that want to get out and walk around the center of Chicago. Staff is friendly and professional. Rooms are clean, well stocked, with plenty of hot water. My only real complaint is the noise. There is a firehouse a block away from the hotel, and if you are a light sleeper, you will want to bring ear plugs to block out the siren noise throughout the night. I was on the top floor, and there was no getting away from the siren and horn noises from the road below.",November 2017
743,2022-11-06 13:48:10.803025,Chaima A,Nov 2017,5.0,Our stay,"Had a great time and the staff were so cooperative regarding any question or inquirey we had, such as locations , maps, shopping spots, best restaurants in town !  The hotel's location is more than amazin !",September 2017
744,2022-11-06 13:48:10.816664,DCfromMN,Nov 2017,5.0,"Great staff, nice location","We stayed a few nights at this Hotel June 2017. Thanks to the prior reviews, we chose top floors and it was quiet. Everything was as expected. Great location. I didn’t expect though to see friendly people at the front desk in a such busy city. Aina ( I hope spelling is correct) went so many extra miles to help us. Our child got sick on a Saturday. She spent a lot of time on the phone, she found us a clinic, she called the clinic to make sure they can see us.",June 2017
745,2022-11-06 13:48:10.830746,gorgeousnaay14,Nov 2017,5.0,Corporate Stay was Wonderful,"This was absolutely worth the stay, although my travel department make our arrangements I wouldn't have chosen a better location. If you are looking for great customer service, massive accommodations and beautiful genre this is the hotel for you. We had 10 executives stay and we were all delighted.",November 2017
746,2022-11-06 13:48:10.845052,Dreamon21_27,Nov 2017,4.0,Fabtech,Hotel is great.  Clean.  Staff is very friendly and accommodating.  Check in was quick.  The only issue I had was with how slow the elevators were.  There were 3 of them but everytime we went to use them we had to wait.  It was so bad at times so many people would show up waiting that when an elevator arrived it  would fill up and people had to wait.  Other than that the hotel was great.,November 2017
747,2022-11-06 13:48:10.872477,dej05,Nov 2017,5.0,Comfortable accommodations and desirable location,"The staff was friendly and I thought the rooms were generous in size compared to other downtown Chicago hotels I've stayed in.  The location of the hotel is convenient for shopping and sightseeing.  It only takes a few minutes to walk to The Michigan Mile.  Also, lots of great restaurants within walking distance.  And of course, The Weber Grill, is one of our ""go to"" restaurants whenever we visit Chicago.",November 2017
748,2022-11-06 13:48:10.895940,kimstamps,Nov 2017,5.0,"Friendly staff, great location","I traveled to Chicago for business. The hotel was extremely clean, the staff was helpful and friendly. My coworker was extremely ill while traveling and the staff was very helpful to her. Rooms are a bit more spacious than many city hotels and fairly reasonably priced.",November 2017
749,2022-11-06 13:48:10.963917,Amy W,Nov 2017,3.0,Fine stay,"This is a basic hotel- I only stayed one night and didn’t utilize any amenities. I appreciated the free bottle of water at check in. Neutrogena toiletries in room. I had some trouble with the thermostat, but eventually figured it out.",November 2017
750,2022-11-06 13:48:11.880263,Lynn_from_WI,Nov 2017,5.0,Great hotel for a quick visit to Chicago for shopping,"We stayed one night when we came for a shopping trip.  The location was perfect.  Room was large, clean and nice.  We ate breakfast at Weber Grill but did not use any other services.  We were on a high floor and the view was amazing. I would go back to this hotel for my next trip.",October 2017
751,2022-11-06 13:48:11.906179,runderbar,Nov 2017,5.0,I would stay here again.,"I had a chance to see my friends' room at the Marriott on block away and I was happy to see that, for a better price, I had a nicer room. It was more spacious and the decor was more appealing. The location was perfect for exploring downtown and a good brisk walk to the lakeshore. Also easy access to metro and the airport line. Well, it was a 20 minute walk from the Grand station on the blue line, not to be confused with the Grand station on the other line close to the hotel.",November 2017
752,2022-11-06 13:48:11.944560,Dennis D,Nov 2017,4.0,Bring ear plugs,"The location of this hotel is great for those that want to get out and walk around the center of Chicago. Staff is friendly and professional. Rooms are clean, well stocked, with plenty of hot water. My only real complaint is the noise. There is a firehouse a block away from the hotel, and if you are a light sleeper, you will want to bring ear plugs to block out the siren noise throughout the night. I was on the top floor, and there was no getting away from the siren and horn noises from the road below.",November 2017
753,2022-11-06 13:48:11.971268,Chaima A,Nov 2017,5.0,Our stay,"Had a great time and the staff were so cooperative regarding any question or inquirey we had, such as locations , maps, shopping spots, best restaurants in town !  The hotel's location is more than amazin !",September 2017
754,2022-11-06 13:48:11.996523,DCfromMN,Nov 2017,5.0,"Great staff, nice location","We stayed a few nights at this Hotel June 2017. Thanks to the prior reviews, we chose top floors and it was quiet. Everything was as expected. Great location. I didn’t expect though to see friendly people at the front desk in a such busy city. Aina ( I hope spelling is correct) went so many extra miles to help us. Our child got sick on a Saturday. She spent a lot of time on the phone, she found us a clinic, she called the clinic to make sure they can see us.",June 2017
755,2022-11-06 13:48:12.015530,gorgeousnaay14,Nov 2017,5.0,Corporate Stay was Wonderful,"This was absolutely worth the stay, although my travel department make our arrangements I wouldn't have chosen a better location. If you are looking for great customer service, massive accommodations and beautiful genre this is the hotel for you. We had 10 executives stay and we were all delighted.",November 2017
756,2022-11-06 13:48:12.030405,Dreamon21_27,Nov 2017,4.0,Fabtech,Hotel is great.  Clean.  Staff is very friendly and accommodating.  Check in was quick.  The only issue I had was with how slow the elevators were.  There were 3 of them but everytime we went to use them we had to wait.  It was so bad at times so many people would show up waiting that when an elevator arrived it  would fill up and people had to wait.  Other than that the hotel was great.,November 2017
757,2022-11-06 13:48:12.051553,dej05,Nov 2017,5.0,Comfortable accommodations and desirable location,"The staff was friendly and I thought the rooms were generous in size compared to other downtown Chicago hotels I've stayed in.  The location of the hotel is convenient for shopping and sightseeing.  It only takes a few minutes to walk to The Michigan Mile.  Also, lots of great restaurants within walking distance.  And of course, The Weber Grill, is one of our ""go to"" restaurants whenever we visit Chicago.",November 2017
758,2022-11-06 13:48:12.072174,kimstamps,Nov 2017,5.0,"Friendly staff, great location","I traveled to Chicago for business. The hotel was extremely clean, the staff was helpful and friendly. My coworker was extremely ill while traveling and the staff was very helpful to her. Rooms are a bit more spacious than many city hotels and fairly reasonably priced.",November 2017
759,2022-11-06 13:48:12.088946,Amy W,Nov 2017,3.0,Fine stay,"This is a basic hotel- I only stayed one night and didn’t utilize any amenities. I appreciated the free bottle of water at check in. Neutrogena toiletries in room. I had some trouble with the thermostat, but eventually figured it out.",November 2017
760,2022-11-06 13:48:13.387026,Cheryl B,Nov 2017,5.0,"Nice, clean, & professional","Stayed in the heart of downtown Chicago.  No issues.  Near a lot of eateries.  The room was nice.  The only draw back was there was not complimentary breakfast.  For the cost of the room and parking, this should have been standard.  They did have a restaurant within the hotel, but of course it wasn't complimentary.",October 2017
761,2022-11-06 13:48:13.405376,SaraSandoval,Nov 2017,5.0,"Excellent service, Super clean rooms, delicious breakfast!","We had a great time in Chicago at the HGI Downtown/Magnificien Mile. I'm so sorry I'm so bad at names but starting at check in we had a great service from a tall, handsome young gentleman, we got to the hotel at 7 am hungry and tired and told him we have a reservation for later in the day and he was so kind he gave us a room right away. We were so grateful!!! Our room on the 12th floor was so clean, it looked like new, the bathroom was spotless and the view was amazing. We had the romance package, we were celebrating our 13 yr anniversary, they sent us a bottle of champagne and a plate of delicious chocolate covered strawberries. When checking out the lady at the front desk told me I could have a late check out but we checked out at noon and they held our luggage for us until…",October 2017
762,2022-11-06 13:48:13.435613,Renwick29,Oct 2017,4.0,Very clean but minimal frills,My latest business trip with my wife in tow we stayed here.  Very convenient to restaurants and Michigan Ave.  The best thing about this hotel was the HVAC in the room as we have had some terrible experiences in Chicago with older (nicer) hotels that had ancient HVAC systems.  Few amenities but the place is very clean!  :),October 2017
763,2022-11-06 13:48:13.454168,178desireek,Oct 2017,5.0,Excellent accommodations,"My husband and I have never stayed in Chicago before. This hotel was centrally located to great shopping and great restaurants, as well as central access to the trains. The staff was so welcoming and helpful getting us to everything we wanted to see and do!",October 2017
764,2022-11-06 13:48:13.474876,Manuel B,Oct 2017,5.0,"Excellent people, excellent service, and very nice rooms","This hotel is my favorite place to stay when I work in downtown Chicago.  The rooms are very nice, the staff is very helpful and professional, and they almost always accommodate reasonable room type requests.  Also, the fitness center is one of the better ones I've experienced, and I travel all the time.  Just an overall excellent hotel; it is obvious the management at this hotel is top notch.",October 2017
765,2022-11-06 13:48:13.495135,NikNak30,Oct 2017,4.0,I’ll return again,"I’ve stayed here several times. It’s always a good value and the location is really great, especially if you’re a Nordstrom shopper. 😁 The rooms are very clean. My only gripe is that my duvet cover upon check in had green goop spots on the outer edge. I thought duvet covers were changed after ever guest! I didn’t complain because I just used the sheet but I’d definitely expect more from a Hilton in that regard. Also, don’t expect cookies unless you happen to be around the lobby about 5 every day! They do have complimentary coffee and tea in the morning downstairs which is nice and complimentary water at check-in which is also a bonus. Overall another nice stay here.",October 2017
766,2022-11-06 13:48:13.526586,T Grogan,Oct 2017,3.0,Chicago Trip,"The room was nice and clean, but air conditioner was loud.  Outside noise was loud also (we were on the 15th floor and hoping the noise level would be less) Valet service was understaffed.  After calling for our car, still had to wait 30 minutes.  We wish we did not use the valet service. Front desk staff was efficient, and courteous.",October 2017
767,2022-11-06 13:48:13.585771,Jamie C,Oct 2017,5.0,Chicago Hilton Garden Inn,"The Hilton Garden Inn on Grand Avenue in Chicago is a very conveniently located facility.  The red line subway station is right outside the door.  There are restaurants and bars all over the place.  Additionally the Weber Grill Restaurant is connected to the hotel and accessible from the lobby.  The hotel is very clean, well maintained, comfortable and the staff are cheerful and very helpful.  Would definitely stay there again.",October 2017
768,2022-11-06 13:48:13.633219,gondekp,Oct 2017,4.0,"Nice location, comfortabme","I stayed for 3 nights during the baseball playoffs (I don't blame the property for the Cubs poor showing).  I had a room on the 19th floor with a nice view looking north.  Checkin was smooth.  No upgrades this time around.  There is a Weber grill restaurant connected to the hotel which is where breakfast was. The breakfast was good. Hot options included for diamond members.  I had the buffet 2x and an omelette the 3rd morning.  I used the fitness center each morning on the 12th floor which was quite nice for an HGI.  The location is great. There is the Grand/State Red Line stop right outside the hotel. And then obviously State St is right there as well.    The room has fine, the bed just a touch firm for my liking. No issues with internet or the room all together.  A nice…",October 2017
769,2022-11-06 13:48:13.670536,Sightsee197178,Oct 2017,5.0,"Great location, attentive staff and worthy value.","Great location downtown. Variety of restaurants and bars nearby. Walking distance to Navy Pier. Ample shopping choices nearby. Attentive staff. See ""Uncle"" Reggie at Concierge Desk. He's a true gentleman and real asset to the Hotel.",October 2017
