,scrapping_date,review_rating,reviewer_name,review_date,review_title,review_content
337,2022-11-06 17:22:12.910581,5/5 Excellent,Janet,"Mar 6, 2022","Location, location",Amazing location in the middle of tourist Chicago and great accommodations.
338,2022-11-06 17:22:12.977927,4/5 Good,Karis,"Mar 5, 2022",,
339,2022-11-06 17:22:13.004939,5/5 Excellent,Mevludin,"Feb 28, 2022",,It was okay. Not greatest.
340,2022-11-06 17:22:13.036794,5/5 Excellent,Olys,"Feb 8, 2022",,"well cleaned, quite and nearest of places and shopping."
341,2022-11-06 17:22:13.057508,5/5 Excellent,Diva,"Feb 8, 2022",,Convenient location
342,2022-11-06 17:22:13.073343,5/5 Excellent,Cristhian,"Feb 7, 2022",,
343,2022-11-06 17:22:13.115333,5/5 Excellent,Lilian,"Feb 7, 2022",,great location
344,2022-11-06 17:22:13.135405,5/5 Excellent,Elizabeth,"Feb 7, 2022",,Great location!
345,2022-11-06 17:22:13.152209,5/5 Excellent,Hanna,"Feb 6, 2022",,
346,2022-11-06 17:22:13.183583,3/5 Okay,Shavonte,"Feb 5, 2022",,The room was very small for the amount of money we spent . The valet parking was overly expensive. Unnecessary holds on credit cards.
347,2022-11-06 17:22:13.207466,5/5 Excellent,Mason,"Feb 5, 2022",,Great location and close to everything!
348,2022-11-06 17:22:13.226054,4/5 Good,John,"Jan 31, 2022",,"Clean, safe and convenient"
349,2022-11-06 17:22:13.245011,5/5 Excellent,NICOLE,"Jan 30, 2022",,Friendly. Staff
350,2022-11-06 17:22:13.265201,5/5 Excellent,Olys,"Feb 8, 2022",,"well cleaned, quite and nearest of places and shopping."
351,2022-11-06 17:22:13.285424,5/5 Excellent,Diva,"Feb 8, 2022",,Convenient location
352,2022-11-06 17:22:13.315559,5/5 Excellent,Cristhian,"Feb 7, 2022",,
353,2022-11-06 17:22:13.338214,5/5 Excellent,Lilian,"Feb 7, 2022",,great location
354,2022-11-06 17:22:13.372504,5/5 Excellent,Elizabeth,"Feb 7, 2022",,Great location!
355,2022-11-06 17:22:13.407856,5/5 Excellent,Hanna,"Feb 6, 2022",,
356,2022-11-06 17:22:13.424708,3/5 Okay,Shavonte,"Feb 5, 2022",,The room was very small for the amount of money we spent . The valet parking was overly expensive. Unnecessary holds on credit cards.
357,2022-11-06 17:22:13.438810,5/5 Excellent,Mason,"Feb 5, 2022",,Great location and close to everything!
358,2022-11-06 17:22:13.455419,4/5 Good,John,"Jan 31, 2022",,"Clean, safe and convenient"
359,2022-11-06 17:22:13.479652,5/5 Excellent,NICOLE,"Jan 30, 2022",,Friendly. Staff
360,2022-11-06 17:22:13.493578,5/5 Excellent,Olys,"Feb 8, 2022",,"well cleaned, quite and nearest of places and shopping."
361,2022-11-06 17:22:13.507623,5/5 Excellent,Diva,"Feb 8, 2022",,Convenient location
362,2022-11-06 17:22:13.524118,5/5 Excellent,Cristhian,"Feb 7, 2022",,
363,2022-11-06 17:22:13.539432,5/5 Excellent,Lilian,"Feb 7, 2022",,great location
364,2022-11-06 17:22:13.554890,5/5 Excellent,Elizabeth,"Feb 7, 2022",,Great location!
365,2022-11-06 17:22:13.569808,5/5 Excellent,Hanna,"Feb 6, 2022",,
366,2022-11-06 17:22:13.585822,3/5 Okay,Shavonte,"Feb 5, 2022",,The room was very small for the amount of money we spent . The valet parking was overly expensive. Unnecessary holds on credit cards.
367,2022-11-06 17:22:13.600705,5/5 Excellent,Mason,"Feb 5, 2022",,Great location and close to everything!
368,2022-11-06 17:22:13.615139,4/5 Good,John,"Jan 31, 2022",,"Clean, safe and convenient"
369,2022-11-06 17:22:13.629816,5/5 Excellent,NICOLE,"Jan 30, 2022",,Friendly. Staff
370,2022-11-06 17:22:13.649936,5/5 Excellent,Olys,"Feb 8, 2022",,"well cleaned, quite and nearest of places and shopping."
371,2022-11-06 17:22:13.692130,5/5 Excellent,Diva,"Feb 8, 2022",,Convenient location
372,2022-11-06 17:22:13.931741,5/5 Excellent,Cristhian,"Feb 7, 2022",,
373,2022-11-06 17:22:13.952575,5/5 Excellent,Lilian,"Feb 7, 2022",,great location
374,2022-11-06 17:22:13.978455,5/5 Excellent,Elizabeth,"Feb 7, 2022",,Great location!
375,2022-11-06 17:22:14.002537,5/5 Excellent,Hanna,"Feb 6, 2022",,
376,2022-11-06 17:22:14.026693,3/5 Okay,Shavonte,"Feb 5, 2022",,The room was very small for the amount of money we spent . The valet parking was overly expensive. Unnecessary holds on credit cards.
377,2022-11-06 17:22:14.050611,5/5 Excellent,Mason,"Feb 5, 2022",,Great location and close to everything!
378,2022-11-06 17:22:14.090948,4/5 Good,John,"Jan 31, 2022",,"Clean, safe and convenient"
379,2022-11-06 17:22:14.182541,5/5 Excellent,NICOLE,"Jan 30, 2022",,Friendly. Staff
380,2022-11-06 17:22:14.235098,5/5 Excellent,Olys,"Feb 8, 2022",,"well cleaned, quite and nearest of places and shopping."
381,2022-11-06 17:22:14.268193,5/5 Excellent,Diva,"Feb 8, 2022",,Convenient location
382,2022-11-06 17:22:14.302054,5/5 Excellent,Cristhian,"Feb 7, 2022",,
383,2022-11-06 17:22:14.354586,5/5 Excellent,Lilian,"Feb 7, 2022",,great location
384,2022-11-06 17:22:14.387655,5/5 Excellent,Elizabeth,"Feb 7, 2022",,Great location!
385,2022-11-06 17:22:14.590487,5/5 Excellent,Hanna,"Feb 6, 2022",,
386,2022-11-06 17:22:14.652099,3/5 Okay,Shavonte,"Feb 5, 2022",,The room was very small for the amount of money we spent . The valet parking was overly expensive. Unnecessary holds on credit cards.
387,2022-11-06 17:22:14.820380,5/5 Excellent,Mason,"Feb 5, 2022",,Great location and close to everything!
388,2022-11-06 17:22:14.845933,4/5 Good,John,"Jan 31, 2022",,"Clean, safe and convenient"
389,2022-11-06 17:22:14.893416,5/5 Excellent,NICOLE,"Jan 30, 2022",,Friendly. Staff
390,2022-11-06 17:22:14.925401,5/5 Excellent,Stephanie,"Dec 22, 2021",,
391,2022-11-06 17:22:14.989443,5/5 Excellent,AMANDA,"Dec 22, 2021",,"Very clean!
Excellent view!"
392,2022-11-06 17:22:15.139580,5/5 Excellent,Carlo,"Dec 22, 2021",,
393,2022-11-06 17:22:15.170150,5/5 Excellent,Adan,"Dec 22, 2021",,The hotel was in a great location. It was in walking distance of everything.
394,2022-11-06 17:22:15.208956,4/5 Good,Katarina,"Dec 21, 2021",,
395,2022-11-06 17:22:15.235020,5/5 Excellent,"Eunice, Brooklyn","Dec 21, 2021",,I love Chicago and the stay was conveniently located by everything
396,2022-11-06 17:22:15.291748,3/5 Okay,Ayla,"Dec 21, 2021",,"The rooms were tiny and had a view of a dark and dirty alley from the window. The room was also on the bottom floor. When I went to ask for a change, they said all rooms are that size with that view. Listing made it sound like it had a decent view and it did not."
397,2022-11-06 17:22:15.318087,4/5 Good,Alex,"Dec 21, 2021",,It’s cozy
398,2022-11-06 17:22:15.353558,5/5 Excellent,Jill,"Dec 21, 2021",,Our reservation came with drinks and snacks. The staff weren’t aware of that with our reservation and said they didn’t offer that anymore but they were willing to honor it for us this time.
399,2022-11-06 17:22:15.395307,3/5 Okay,"Erin, Crown Point","Dec 20, 2021",,"The local of the hotel is very convenient. However, we had a huge issue with the heating and cooling of our room. When we arrived is was 87 degrees in the room despite it being set to the upper 60s. We had to turn on the AC and deposit setting it in the low 70s the room dipped to 64 degrees. We tried turning the heat on again and the same thing - jumped to the high 80s. The heat even ran when we turned the system off. It was a constant battle and we ended up spending the night there freezing (the lesser of two evils). Neither of us slept very well. We also paid for a King size bed and received a queen."
400,2022-11-06 17:22:15.420065,5/5 Excellent,Stephanie,"Dec 22, 2021",,
401,2022-11-06 17:22:15.457414,5/5 Excellent,AMANDA,"Dec 22, 2021",,"Very clean!
Excellent view!"
402,2022-11-06 17:22:15.592169,5/5 Excellent,Carlo,"Dec 22, 2021",,
403,2022-11-06 17:22:15.620264,5/5 Excellent,Adan,"Dec 22, 2021",,The hotel was in a great location. It was in walking distance of everything.
404,2022-11-06 17:22:15.650403,4/5 Good,Katarina,"Dec 21, 2021",,
405,2022-11-06 17:22:15.684791,5/5 Excellent,"Eunice, Brooklyn","Dec 21, 2021",,I love Chicago and the stay was conveniently located by everything
406,2022-11-06 17:22:15.827088,3/5 Okay,Ayla,"Dec 21, 2021",,"The rooms were tiny and had a view of a dark and dirty alley from the window. The room was also on the bottom floor. When I went to ask for a change, they said all rooms are that size with that view. Listing made it sound like it had a decent view and it did not."
407,2022-11-06 17:22:15.881306,4/5 Good,Alex,"Dec 21, 2021",,It’s cozy
408,2022-11-06 17:22:15.950357,5/5 Excellent,Jill,"Dec 21, 2021",,Our reservation came with drinks and snacks. The staff weren’t aware of that with our reservation and said they didn’t offer that anymore but they were willing to honor it for us this time.
409,2022-11-06 17:22:15.974635,3/5 Okay,"Erin, Crown Point","Dec 20, 2021",,"The local of the hotel is very convenient. However, we had a huge issue with the heating and cooling of our room. When we arrived is was 87 degrees in the room despite it being set to the upper 60s. We had to turn on the AC and deposit setting it in the low 70s the room dipped to 64 degrees. We tried turning the heat on again and the same thing - jumped to the high 80s. The heat even ran when we turned the system off. It was a constant battle and we ended up spending the night there freezing (the lesser of two evils). Neither of us slept very well. We also paid for a King size bed and received a queen."
410,2022-11-06 17:22:15.998248,5/5 Excellent,Stephanie,"Dec 22, 2021",,
411,2022-11-06 17:22:16.015916,5/5 Excellent,AMANDA,"Dec 22, 2021",,"Very clean!
Excellent view!"
412,2022-11-06 17:22:16.040817,5/5 Excellent,Carlo,"Dec 22, 2021",,
413,2022-11-06 17:22:16.056979,5/5 Excellent,Adan,"Dec 22, 2021",,The hotel was in a great location. It was in walking distance of everything.
414,2022-11-06 17:22:16.080779,4/5 Good,Katarina,"Dec 21, 2021",,
415,2022-11-06 17:22:16.101473,5/5 Excellent,"Eunice, Brooklyn","Dec 21, 2021",,I love Chicago and the stay was conveniently located by everything
416,2022-11-06 17:22:16.125091,3/5 Okay,Ayla,"Dec 21, 2021",,"The rooms were tiny and had a view of a dark and dirty alley from the window. The room was also on the bottom floor. When I went to ask for a change, they said all rooms are that size with that view. Listing made it sound like it had a decent view and it did not."
417,2022-11-06 17:22:16.145994,4/5 Good,Alex,"Dec 21, 2021",,It’s cozy
418,2022-11-06 17:22:16.163027,5/5 Excellent,Jill,"Dec 21, 2021",,Our reservation came with drinks and snacks. The staff weren’t aware of that with our reservation and said they didn’t offer that anymore but they were willing to honor it for us this time.
419,2022-11-06 17:22:16.181977,3/5 Okay,"Erin, Crown Point","Dec 20, 2021",,"The local of the hotel is very convenient. However, we had a huge issue with the heating and cooling of our room. When we arrived is was 87 degrees in the room despite it being set to the upper 60s. We had to turn on the AC and deposit setting it in the low 70s the room dipped to 64 degrees. We tried turning the heat on again and the same thing - jumped to the high 80s. The heat even ran when we turned the system off. It was a constant battle and we ended up spending the night there freezing (the lesser of two evils). Neither of us slept very well. We also paid for a King size bed and received a queen."
420,2022-11-06 17:22:16.199790,5/5 Excellent,Stephanie,"Dec 22, 2021",,
421,2022-11-06 17:22:16.225815,5/5 Excellent,AMANDA,"Dec 22, 2021",,"Very clean!
Excellent view!"
422,2022-11-06 17:22:16.252431,5/5 Excellent,Carlo,"Dec 22, 2021",,
423,2022-11-06 17:22:16.276741,5/5 Excellent,Adan,"Dec 22, 2021",,The hotel was in a great location. It was in walking distance of everything.
424,2022-11-06 17:22:16.311010,4/5 Good,Katarina,"Dec 21, 2021",,
425,2022-11-06 17:22:16.334996,5/5 Excellent,"Eunice, Brooklyn","Dec 21, 2021",,I love Chicago and the stay was conveniently located by everything
426,2022-11-06 17:22:16.359224,3/5 Okay,Ayla,"Dec 21, 2021",,"The rooms were tiny and had a view of a dark and dirty alley from the window. The room was also on the bottom floor. When I went to ask for a change, they said all rooms are that size with that view. Listing made it sound like it had a decent view and it did not."
427,2022-11-06 17:22:16.384353,4/5 Good,Alex,"Dec 21, 2021",,It’s cozy
428,2022-11-06 17:22:16.423944,5/5 Excellent,Jill,"Dec 21, 2021",,Our reservation came with drinks and snacks. The staff weren’t aware of that with our reservation and said they didn’t offer that anymore but they were willing to honor it for us this time.
429,2022-11-06 17:22:16.490890,3/5 Okay,"Erin, Crown Point","Dec 20, 2021",,"The local of the hotel is very convenient. However, we had a huge issue with the heating and cooling of our room. When we arrived is was 87 degrees in the room despite it being set to the upper 60s. We had to turn on the AC and deposit setting it in the low 70s the room dipped to 64 degrees. We tried turning the heat on again and the same thing - jumped to the high 80s. The heat even ran when we turned the system off. It was a constant battle and we ended up spending the night there freezing (the lesser of two evils). Neither of us slept very well. We also paid for a King size bed and received a queen."
430,2022-11-06 17:22:16.515316,5/5 Excellent,Stephanie,"Dec 22, 2021",,
431,2022-11-06 17:22:16.546634,5/5 Excellent,AMANDA,"Dec 22, 2021",,"Very clean!
Excellent view!"
432,2022-11-06 17:22:16.604501,5/5 Excellent,Carlo,"Dec 22, 2021",,
433,2022-11-06 17:22:16.632723,5/5 Excellent,Adan,"Dec 22, 2021",,The hotel was in a great location. It was in walking distance of everything.
434,2022-11-06 17:22:16.656231,4/5 Good,Katarina,"Dec 21, 2021",,
435,2022-11-06 17:22:16.674200,5/5 Excellent,"Eunice, Brooklyn","Dec 21, 2021",,I love Chicago and the stay was conveniently located by everything
436,2022-11-06 17:22:16.691262,3/5 Okay,Ayla,"Dec 21, 2021",,"The rooms were tiny and had a view of a dark and dirty alley from the window. The room was also on the bottom floor. When I went to ask for a change, they said all rooms are that size with that view. Listing made it sound like it had a decent view and it did not."
437,2022-11-06 17:22:16.708747,4/5 Good,Alex,"Dec 21, 2021",,It’s cozy
438,2022-11-06 17:22:16.732205,5/5 Excellent,Jill,"Dec 21, 2021",,Our reservation came with drinks and snacks. The staff weren’t aware of that with our reservation and said they didn’t offer that anymore but they were willing to honor it for us this time.
439,2022-11-06 17:22:16.758988,3/5 Okay,"Erin, Crown Point","Dec 20, 2021",,"The local of the hotel is very convenient. However, we had a huge issue with the heating and cooling of our room. When we arrived is was 87 degrees in the room despite it being set to the upper 60s. We had to turn on the AC and deposit setting it in the low 70s the room dipped to 64 degrees. We tried turning the heat on again and the same thing - jumped to the high 80s. The heat even ran when we turned the system off. It was a constant battle and we ended up spending the night there freezing (the lesser of two evils). Neither of us slept very well. We also paid for a King size bed and received a queen."
440,2022-11-06 17:22:16.787265,5/5 Excellent,Stephanie,"Dec 22, 2021",,
441,2022-11-06 17:22:16.810974,5/5 Excellent,AMANDA,"Dec 22, 2021",,"Very clean!
Excellent view!"
442,2022-11-06 17:22:16.846344,5/5 Excellent,Carlo,"Dec 22, 2021",,
443,2022-11-06 17:22:16.874929,5/5 Excellent,Adan,"Dec 22, 2021",,The hotel was in a great location. It was in walking distance of everything.
444,2022-11-06 17:22:16.915262,4/5 Good,Katarina,"Dec 21, 2021",,
445,2022-11-06 17:22:16.932967,5/5 Excellent,"Eunice, Brooklyn","Dec 21, 2021",,I love Chicago and the stay was conveniently located by everything
446,2022-11-06 17:22:16.969760,3/5 Okay,Ayla,"Dec 21, 2021",,"The rooms were tiny and had a view of a dark and dirty alley from the window. The room was also on the bottom floor. When I went to ask for a change, they said all rooms are that size with that view. Listing made it sound like it had a decent view and it did not."
447,2022-11-06 17:22:17.001625,4/5 Good,Alex,"Dec 21, 2021",,It’s cozy
448,2022-11-06 17:22:17.021265,5/5 Excellent,Jill,"Dec 21, 2021",,Our reservation came with drinks and snacks. The staff weren’t aware of that with our reservation and said they didn’t offer that anymore but they were willing to honor it for us this time.
449,2022-11-06 17:22:17.040113,3/5 Okay,"Erin, Crown Point","Dec 20, 2021",,"The local of the hotel is very convenient. However, we had a huge issue with the heating and cooling of our room. When we arrived is was 87 degrees in the room despite it being set to the upper 60s. We had to turn on the AC and deposit setting it in the low 70s the room dipped to 64 degrees. We tried turning the heat on again and the same thing - jumped to the high 80s. The heat even ran when we turned the system off. It was a constant battle and we ended up spending the night there freezing (the lesser of two evils). Neither of us slept very well. We also paid for a King size bed and received a queen."
450,2022-11-06 17:22:17.060116,5/5 Excellent,Stephanie,"Dec 22, 2021",,
451,2022-11-06 17:22:17.087448,5/5 Excellent,AMANDA,"Dec 22, 2021",,"Very clean!
Excellent view!"
452,2022-11-06 17:22:17.113434,5/5 Excellent,Carlo,"Dec 22, 2021",,
453,2022-11-06 17:22:17.140356,5/5 Excellent,Adan,"Dec 22, 2021",,The hotel was in a great location. It was in walking distance of everything.
454,2022-11-06 17:22:17.262903,4/5 Good,Katarina,"Dec 21, 2021",,
455,2022-11-06 17:22:17.337933,5/5 Excellent,"Eunice, Brooklyn","Dec 21, 2021",,I love Chicago and the stay was conveniently located by everything
456,2022-11-06 17:22:17.373263,3/5 Okay,Ayla,"Dec 21, 2021",,"The rooms were tiny and had a view of a dark and dirty alley from the window. The room was also on the bottom floor. When I went to ask for a change, they said all rooms are that size with that view. Listing made it sound like it had a decent view and it did not."
457,2022-11-06 17:22:17.396585,4/5 Good,Alex,"Dec 21, 2021",,It’s cozy
458,2022-11-06 17:22:17.420411,5/5 Excellent,Jill,"Dec 21, 2021",,Our reservation came with drinks and snacks. The staff weren’t aware of that with our reservation and said they didn’t offer that anymore but they were willing to honor it for us this time.
459,2022-11-06 17:22:17.453597,3/5 Okay,"Erin, Crown Point","Dec 20, 2021",,"The local of the hotel is very convenient. However, we had a huge issue with the heating and cooling of our room. When we arrived is was 87 degrees in the room despite it being set to the upper 60s. We had to turn on the AC and deposit setting it in the low 70s the room dipped to 64 degrees. We tried turning the heat on again and the same thing - jumped to the high 80s. The heat even ran when we turned the system off. It was a constant battle and we ended up spending the night there freezing (the lesser of two evils). Neither of us slept very well. We also paid for a King size bed and received a queen."
460,2022-11-06 17:22:17.482178,5/5 Excellent,Stephanie,"Dec 22, 2021",,
461,2022-11-06 17:22:17.524390,5/5 Excellent,AMANDA,"Dec 22, 2021",,"Very clean!
Excellent view!"
462,2022-11-06 17:22:17.568238,5/5 Excellent,Carlo,"Dec 22, 2021",,
463,2022-11-06 17:22:17.611120,5/5 Excellent,Adan,"Dec 22, 2021",,The hotel was in a great location. It was in walking distance of everything.
464,2022-11-06 17:22:17.683533,4/5 Good,Katarina,"Dec 21, 2021",,
465,2022-11-06 17:22:17.753374,5/5 Excellent,"Eunice, Brooklyn","Dec 21, 2021",,I love Chicago and the stay was conveniently located by everything
466,2022-11-06 17:22:17.799435,3/5 Okay,Ayla,"Dec 21, 2021",,"The rooms were tiny and had a view of a dark and dirty alley from the window. The room was also on the bottom floor. When I went to ask for a change, they said all rooms are that size with that view. Listing made it sound like it had a decent view and it did not."
467,2022-11-06 17:22:17.838446,4/5 Good,Alex,"Dec 21, 2021",,It’s cozy
468,2022-11-06 17:22:17.868854,5/5 Excellent,Jill,"Dec 21, 2021",,Our reservation came with drinks and snacks. The staff weren’t aware of that with our reservation and said they didn’t offer that anymore but they were willing to honor it for us this time.
469,2022-11-06 17:22:17.894668,3/5 Okay,"Erin, Crown Point","Dec 20, 2021",,"The local of the hotel is very convenient. However, we had a huge issue with the heating and cooling of our room. When we arrived is was 87 degrees in the room despite it being set to the upper 60s. We had to turn on the AC and deposit setting it in the low 70s the room dipped to 64 degrees. We tried turning the heat on again and the same thing - jumped to the high 80s. The heat even ran when we turned the system off. It was a constant battle and we ended up spending the night there freezing (the lesser of two evils). Neither of us slept very well. We also paid for a King size bed and received a queen."
470,2022-11-06 17:22:17.920332,5/5 Excellent,Stephanie,"Dec 22, 2021",,
471,2022-11-06 17:22:17.944849,5/5 Excellent,AMANDA,"Dec 22, 2021",,"Very clean!
Excellent view!"
472,2022-11-06 17:22:17.990912,5/5 Excellent,Carlo,"Dec 22, 2021",,
473,2022-11-06 17:22:18.042591,5/5 Excellent,Adan,"Dec 22, 2021",,The hotel was in a great location. It was in walking distance of everything.
474,2022-11-06 17:22:18.062107,4/5 Good,Katarina,"Dec 21, 2021",,
475,2022-11-06 17:22:18.086261,5/5 Excellent,"Eunice, Brooklyn","Dec 21, 2021",,I love Chicago and the stay was conveniently located by everything
476,2022-11-06 17:22:18.119542,3/5 Okay,Ayla,"Dec 21, 2021",,"The rooms were tiny and had a view of a dark and dirty alley from the window. The room was also on the bottom floor. When I went to ask for a change, they said all rooms are that size with that view. Listing made it sound like it had a decent view and it did not."
477,2022-11-06 17:22:18.154801,4/5 Good,Alex,"Dec 21, 2021",,It’s cozy
478,2022-11-06 17:22:18.179453,5/5 Excellent,Jill,"Dec 21, 2021",,Our reservation came with drinks and snacks. The staff weren’t aware of that with our reservation and said they didn’t offer that anymore but they were willing to honor it for us this time.
479,2022-11-06 17:22:18.197236,3/5 Okay,"Erin, Crown Point","Dec 20, 2021",,"The local of the hotel is very convenient. However, we had a huge issue with the heating and cooling of our room. When we arrived is was 87 degrees in the room despite it being set to the upper 60s. We had to turn on the AC and deposit setting it in the low 70s the room dipped to 64 degrees. We tried turning the heat on again and the same thing - jumped to the high 80s. The heat even ran when we turned the system off. It was a constant battle and we ended up spending the night there freezing (the lesser of two evils). Neither of us slept very well. We also paid for a King size bed and received a queen."
480,2022-11-06 17:22:18.232661,5/5 Excellent,Stephanie,"Dec 22, 2021",,
481,2022-11-06 17:22:18.254318,5/5 Excellent,AMANDA,"Dec 22, 2021",,"Very clean!
Excellent view!"
482,2022-11-06 17:22:18.288364,5/5 Excellent,Carlo,"Dec 22, 2021",,
483,2022-11-06 17:22:18.307878,5/5 Excellent,Adan,"Dec 22, 2021",,The hotel was in a great location. It was in walking distance of everything.
484,2022-11-06 17:22:18.333356,4/5 Good,Katarina,"Dec 21, 2021",,
485,2022-11-06 17:22:18.358044,5/5 Excellent,"Eunice, Brooklyn","Dec 21, 2021",,I love Chicago and the stay was conveniently located by everything
486,2022-11-06 17:22:18.384760,3/5 Okay,Ayla,"Dec 21, 2021",,"The rooms were tiny and had a view of a dark and dirty alley from the window. The room was also on the bottom floor. When I went to ask for a change, they said all rooms are that size with that view. Listing made it sound like it had a decent view and it did not."
487,2022-11-06 17:22:18.408219,4/5 Good,Alex,"Dec 21, 2021",,It’s cozy
488,2022-11-06 17:22:18.449968,5/5 Excellent,Jill,"Dec 21, 2021",,Our reservation came with drinks and snacks. The staff weren’t aware of that with our reservation and said they didn’t offer that anymore but they were willing to honor it for us this time.
489,2022-11-06 17:22:18.649391,3/5 Okay,"Erin, Crown Point","Dec 20, 2021",,"The local of the hotel is very convenient. However, we had a huge issue with the heating and cooling of our room. When we arrived is was 87 degrees in the room despite it being set to the upper 60s. We had to turn on the AC and deposit setting it in the low 70s the room dipped to 64 degrees. We tried turning the heat on again and the same thing - jumped to the high 80s. The heat even ran when we turned the system off. It was a constant battle and we ended up spending the night there freezing (the lesser of two evils). Neither of us slept very well. We also paid for a King size bed and received a queen."
490,2022-11-06 17:22:18.672744,5/5 Excellent,Stephanie,"Dec 22, 2021",,
491,2022-11-06 17:22:18.696301,5/5 Excellent,AMANDA,"Dec 22, 2021",,"Very clean!
Excellent view!"
492,2022-11-06 17:22:18.726101,5/5 Excellent,Carlo,"Dec 22, 2021",,
493,2022-11-06 17:22:18.751187,5/5 Excellent,Adan,"Dec 22, 2021",,The hotel was in a great location. It was in walking distance of everything.
494,2022-11-06 17:22:18.778200,4/5 Good,Katarina,"Dec 21, 2021",,
495,2022-11-06 17:22:18.796915,5/5 Excellent,"Eunice, Brooklyn","Dec 21, 2021",,I love Chicago and the stay was conveniently located by everything
496,2022-11-06 17:22:18.820193,3/5 Okay,Ayla,"Dec 21, 2021",,"The rooms were tiny and had a view of a dark and dirty alley from the window. The room was also on the bottom floor. When I went to ask for a change, they said all rooms are that size with that view. Listing made it sound like it had a decent view and it did not."
497,2022-11-06 17:22:18.838554,4/5 Good,Alex,"Dec 21, 2021",,It’s cozy
498,2022-11-06 17:22:18.858972,5/5 Excellent,Jill,"Dec 21, 2021",,Our reservation came with drinks and snacks. The staff weren’t aware of that with our reservation and said they didn’t offer that anymore but they were willing to honor it for us this time.
499,2022-11-06 17:22:18.877034,3/5 Okay,"Erin, Crown Point","Dec 20, 2021",,"The local of the hotel is very convenient. However, we had a huge issue with the heating and cooling of our room. When we arrived is was 87 degrees in the room despite it being set to the upper 60s. We had to turn on the AC and deposit setting it in the low 70s the room dipped to 64 degrees. We tried turning the heat on again and the same thing - jumped to the high 80s. The heat even ran when we turned the system off. It was a constant battle and we ended up spending the night there freezing (the lesser of two evils). Neither of us slept very well. We also paid for a King size bed and received a queen."
500,2022-11-06 17:22:18.894439,5/5 Excellent,Stephanie,"Dec 22, 2021",,
501,2022-11-06 17:22:18.914323,5/5 Excellent,AMANDA,"Dec 22, 2021",,"Very clean!
Excellent view!"
502,2022-11-06 17:22:18.935556,5/5 Excellent,Carlo,"Dec 22, 2021",,
503,2022-11-06 17:22:18.960072,5/5 Excellent,Adan,"Dec 22, 2021",,The hotel was in a great location. It was in walking distance of everything.
504,2022-11-06 17:22:18.979950,4/5 Good,Katarina,"Dec 21, 2021",,
505,2022-11-06 17:22:18.998257,5/5 Excellent,"Eunice, Brooklyn","Dec 21, 2021",,I love Chicago and the stay was conveniently located by everything
506,2022-11-06 17:22:19.021613,3/5 Okay,Ayla,"Dec 21, 2021",,"The rooms were tiny and had a view of a dark and dirty alley from the window. The room was also on the bottom floor. When I went to ask for a change, they said all rooms are that size with that view. Listing made it sound like it had a decent view and it did not."
507,2022-11-06 17:22:19.044267,4/5 Good,Alex,"Dec 21, 2021",,It’s cozy
508,2022-11-06 17:22:19.096187,5/5 Excellent,Jill,"Dec 21, 2021",,Our reservation came with drinks and snacks. The staff weren’t aware of that with our reservation and said they didn’t offer that anymore but they were willing to honor it for us this time.
509,2022-11-06 17:22:19.129043,3/5 Okay,"Erin, Crown Point","Dec 20, 2021",,"The local of the hotel is very convenient. However, we had a huge issue with the heating and cooling of our room. When we arrived is was 87 degrees in the room despite it being set to the upper 60s. We had to turn on the AC and deposit setting it in the low 70s the room dipped to 64 degrees. We tried turning the heat on again and the same thing - jumped to the high 80s. The heat even ran when we turned the system off. It was a constant battle and we ended up spending the night there freezing (the lesser of two evils). Neither of us slept very well. We also paid for a King size bed and received a queen."
510,2022-11-06 17:22:19.170819,5/5 Excellent,Stephanie,"Dec 22, 2021",,
511,2022-11-06 17:22:19.200715,5/5 Excellent,AMANDA,"Dec 22, 2021",,"Very clean!
Excellent view!"
512,2022-11-06 17:22:19.248953,5/5 Excellent,Carlo,"Dec 22, 2021",,
513,2022-11-06 17:22:19.274472,5/5 Excellent,Adan,"Dec 22, 2021",,The hotel was in a great location. It was in walking distance of everything.
514,2022-11-06 17:22:19.298002,4/5 Good,Katarina,"Dec 21, 2021",,
515,2022-11-06 17:22:19.324392,5/5 Excellent,"Eunice, Brooklyn","Dec 21, 2021",,I love Chicago and the stay was conveniently located by everything
516,2022-11-06 17:22:19.348389,3/5 Okay,Ayla,"Dec 21, 2021",,"The rooms were tiny and had a view of a dark and dirty alley from the window. The room was also on the bottom floor. When I went to ask for a change, they said all rooms are that size with that view. Listing made it sound like it had a decent view and it did not."
517,2022-11-06 17:22:19.391977,4/5 Good,Alex,"Dec 21, 2021",,It’s cozy
518,2022-11-06 17:22:19.429432,5/5 Excellent,Jill,"Dec 21, 2021",,Our reservation came with drinks and snacks. The staff weren’t aware of that with our reservation and said they didn’t offer that anymore but they were willing to honor it for us this time.
519,2022-11-06 17:22:19.473840,3/5 Okay,"Erin, Crown Point","Dec 20, 2021",,"The local of the hotel is very convenient. However, we had a huge issue with the heating and cooling of our room. When we arrived is was 87 degrees in the room despite it being set to the upper 60s. We had to turn on the AC and deposit setting it in the low 70s the room dipped to 64 degrees. We tried turning the heat on again and the same thing - jumped to the high 80s. The heat even ran when we turned the system off. It was a constant battle and we ended up spending the night there freezing (the lesser of two evils). Neither of us slept very well. We also paid for a King size bed and received a queen."
